decay,train_acc,train_loss,val_acc,val_loss,test_acc,test_loss
0.0,74.68939393939394,0.8299537265842611,42.06060606060606,2.4088613805563552,44.63636363636363,2.236722606535695
1e-07,71.5530303030303,0.9162661137364128,39.0,2.572841040754088,42.36363636363637,2.3309543671239403
1e-06,74.67424242424242,0.8532251369591916,42.54545454545455,2.331814588555967,43.878787878787875,2.162194816314656
1e-05,75.56060606060606,0.7993768997806491,44.72727272727273,2.2814394231291786,45.696969696969695,2.1462735179541768
0.0001,74.83333333333333,0.8426586830977237,42.39393939393939,2.389491409495257,44.63636363636363,2.197170815534062
0.001,65.78787878787878,1.1341154864340117,40.36363636363637,2.4362455629496185,42.90909090909091,2.2308313940890168
0.01,30.295454545454547,2.4395042381864607,24.727272727272727,2.645239415951973,27.272727272727273,2.5770382846611133
0.1,3.0303030303030303,3.4965096034425676,3.0303030303030303,3.49650706415591,3.0303030303030303,3.496508190597313
1.0,3.0303030303030303,3.4965099334716796,3.0303030303030303,3.496506591925874,3.0303030303030303,3.496501827009634
